LAT;LGT;SNR;RSSI;CLASSE
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;9;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;8;-65;classe2_20_29
16.0658611; -16.4247333;9;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;9;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-65;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-65;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;9;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-65;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;9;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;9;-63;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;9;-64;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;9;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;9;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;9;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;9;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;9;-65;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;9;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;9;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;9;-65;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-65;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-65;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;9;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;9;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;9;-64;classe2_20_29
16.0658611; -16.4247333;9;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;9;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;9;-64;classe2_20_29
16.0658611; -16.4247333;9;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;9;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;9;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;9;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;8;-65;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-65;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;9;-64;classe2_20_29
16.0658611; -16.4247333;9;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;9;-65;classe2_20_29
16.0658611; -16.4247333;8;-65;classe2_20_29
16.0658611; -16.4247333;8;-65;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;9;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;9;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;9;-65;classe2_20_29
16.0658611; -16.4247333;8;-65;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;9;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;9;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;8;-65;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;8;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-65;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;8;-63;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;8;-65;classe2_20_29
16.0658611; -16.4247333;9;-63;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0658611; -16.4247333;8;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-63;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-64;classe2_20_29
16.0658611; -16.4247333;7;-65;classe2_20_29
16.0659167;-16.4248083;6;-68;classe3_30_39
16.0659167;-16.4248083;7;-67;classe3_30_39
16.0659167;-16.4248083;6;-68;classe3_30_39
16.0659167;-16.4248083;6;-69;classe3_30_39
16.0659167;-16.4248083;6;-68;classe3_30_39
16.0659167;-16.4248083;6;-69;classe3_30_39
16.0659167;-16.4248083;6;-69;classe3_30_39
16.0659167;-16.4248083;7;-68;classe3_30_39
16.0659167;-16.4248083;7;-67;classe3_30_39
16.0659167;-16.4248083;6;-68;classe3_30_39
16.0659167;-16.4248083;7;-68;classe3_30_39
16.0659167;-16.4248083;7;-69;classe3_30_39
16.0659167;-16.4248083;7;-69;classe3_30_39
16.0659167;-16.4248083;7;-69;classe3_30_39
16.0659167;-16.4248083;7;-68;classe3_30_39
16.0659167;-16.4248083;9;-68;classe3_30_39
16.0659167;-16.4248083;7;-68;classe3_30_39
